Country,Year,Beginning Stocks,Crush,Domestic Consumption,Ending Stocks,Exports,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Imports,Industrial Dom. Cons.,Production,Total Distribution,Total Supply
Israel,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,1987,0.0,0.0,16.0,1.0,0.0,0.0,0.0,14.0,12.0,2.0,5.0,17.0,17.0
Israel,1988,1.0,0.0,15.0,1.0,0.0,0.0,0.0,13.0,10.0,2.0,5.0,16.0,16.0
Israel,1989,1.0,10.0,10.0,0.0,0.0,0.7,0.0,8.0,2.0,2.0,7.0,10.0,10.0
Israel,1990,0.0,8.0,11.0,0.0,0.0,0.375,0.0,9.0,8.0,2.0,3.0,11.0,11.0
Israel,1991,0.0,8.0,11.0,0.0,0.0,0.375,0.0,9.0,8.0,2.0,3.0,11.0,11.0
Israel,1992,0.0,9.0,12.0,0.0,0.0,0.44,0.0,10.0,8.0,2.0,4.0,12.0,12.0
Israel,1993,0.0,12.0,13.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,5.0,13.0,13.0
Israel,1994,0.0,13.0,14.0,0.0,0.0,0.46,0.0,12.0,8.0,2.0,6.0,14.0,14.0
Israel,1995,0.0,11.0,13.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,5.0,13.0,13.0
Israel,1996,0.0,13.0,14.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,6.0,14.0,14.0
Israel,1997,0.0,20.0,15.0,0.0,0.0,0.0,0.0,13.0,6.0,2.0,9.0,15.0,15.0
Israel,1998,0.0,19.0,18.0,0.0,0.0,0.0,0.0,16.0,10.0,2.0,8.0,18.0,18.0
Israel,1999,0.0,21.0,20.0,0.0,0.0,0.52,0.0,18.0,9.0,2.0,11.0,20.0,20.0
Israel,2000,0.0,20.0,13.0,0.0,1.0,0.38,0.0,11.0,6.0,2.0,8.0,14.0,14.0
Israel,2001,0.0,13.0,7.0,0.0,0.0,0.46,0.0,6.0,1.0,1.0,6.0,7.0,7.0
Israel,2002,0.0,16.0,7.0,0.0,0.0,0.44,0.0,6.0,0.0,1.0,7.0,7.0,7.0
Israel,2003,0.0,16.0,12.0,0.0,0.0,0.44,0.0,11.0,5.0,1.0,7.0,12.0,12.0
Israel,2004,0.0,12.0,11.0,3.0,0.0,0.42,0.0,10.0,9.0,1.0,5.0,14.0,14.0
Israel,2005,3.0,16.0,20.0,0.0,0.0,0.44,0.0,19.0,10.0,1.0,7.0,20.0,20.0
Israel,2006,0.0,19.0,23.0,0.0,0.0,0.42,0.0,22.0,15.0,1.0,8.0,23.0,23.0
Israel,2007,0.0,10.0,11.0,0.0,0.0,0.4,0.0,10.0,7.0,1.0,4.0,11.0,11.0
Israel,2008,0.0,9.0,11.0,0.0,0.0,0.44,0.0,10.0,7.0,1.0,4.0,11.0,11.0
Israel,2009,0.0,12.0,18.0,0.0,0.0,0.42,0.0,17.0,13.0,1.0,5.0,18.0,18.0
Israel,2010,0.0,12.0,19.0,0.0,0.0,0.42,0.0,18.0,14.0,1.0,5.0,19.0,19.0
Israel,2011,0.0,12.0,25.0,0.0,0.0,0.42,0.0,25.0,20.0,0.0,5.0,25.0,25.0
Israel,2012,0.0,12.0,25.0,0.0,0.0,0.42,0.0,25.0,20.0,0.0,5.0,25.0,25.0
Israel,2013,0.0,12.0,27.0,2.0,0.0,0.42,0.0,27.0,24.0,0.0,5.0,29.0,29.0
Israel,2014,2.0,13.0,29.0,2.0,0.0,0.54,0.0,29.0,22.0,0.0,7.0,31.0,31.0
Israel,2015,2.0,14.0,27.0,2.0,0.0,0.43,0.0,27.0,21.0,0.0,6.0,29.0,29.0
Israel,2016,2.0,13.0,35.0,5.0,0.0,0.46,0.0,35.0,32.0,0.0,6.0,40.0,40.0
Israel,2017,5.0,12.0,40.0,7.0,0.0,0.42,0.0,40.0,37.0,0.0,5.0,47.0,47.0
Israel,2018,7.0,8.0,45.0,17.0,0.0,0.38,0.0,45.0,52.0,0.0,3.0,62.0,62.0
Israel,2019,17.0,12.0,50.0,33.0,0.0,0.42,0.0,50.0,61.0,0.0,5.0,83.0,83.0
Israel,2020,33.0,12.0,70.0,23.0,0.0,0.5,0.0,70.0,54.0,0.0,6.0,93.0,93.0
Israel,2021,23.0,10.0,75.0,18.0,0.0,0.5,0.0,75.0,65.0,0.0,5.0,93.0,93.0
Israel,2022,18.0,10.0,75.0,15.0,0.0,0.5,0.0,75.0,67.0,0.0,5.0,90.0,90.0
Israel,2023,15.0,11.0,75.0,10.0,0.0,0.46,0.0,75.0,65.0,0.0,5.0,85.0,85.0
Italy,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1971,0.0,48.0,19.0,0.0,2.0,0.3958,0.0,19.0,2.0,0.0,19.0,21.0,21.0
Italy,1972,0.0,70.0,26.0,0.0,3.0,0.3857,0.0,26.0,2.0,0.0,27.0,29.0,29.0
Italy,1973,0.0,47.0,17.0,0.0,7.0,0.383,0.0,17.0,6.0,0.0,18.0,24.0,24.0
Italy,1974,0.0,50.0,24.0,0.0,3.0,0.4,0.0,24.0,7.0,0.0,20.0,27.0,27.0
Italy,1975,0.0,48.0,25.0,0.0,6.0,0.3958,0.0,25.0,12.0,0.0,19.0,31.0,31.0
Italy,1976,0.0,65.0,23.0,0.0,4.0,0.3846,0.0,23.0,2.0,0.0,25.0,27.0,27.0
Italy,1977,0.0,98.0,37.0,0.0,10.0,0.3878,0.0,37.0,9.0,0.0,38.0,47.0,47.0
Italy,1978,0.0,174.0,60.0,0.0,17.0,0.3908,0.0,60.0,9.0,0.0,68.0,77.0,77.0
Italy,1979,0.0,264.0,86.0,5.0,23.0,0.3902,0.0,86.0,11.0,0.0,103.0,114.0,114.0
Italy,1980,5.0,182.0,54.0,5.0,28.0,0.4011,0.0,54.0,9.0,0.0,73.0,87.0,87.0
Italy,1981,5.0,191.0,92.0,5.0,7.0,0.3874,0.0,92.0,25.0,0.0,74.0,104.0,104.0
Italy,1982,5.0,133.0,57.0,5.0,12.0,0.3985,0.0,57.0,16.0,0.0,53.0,74.0,74.0
Italy,1983,5.0,195.0,83.0,5.0,21.0,0.4103,0.0,83.0,24.0,0.0,80.0,109.0,109.0
Italy,1984,5.0,211.0,82.0,5.0,30.0,0.4123,0.0,82.0,25.0,0.0,87.0,117.0,117.0
Italy,1985,5.0,231.0,78.0,10.0,39.0,0.4069,0.0,78.0,28.0,0.0,94.0,127.0,127.0
Italy,1986,10.0,289.0,75.0,10.0,65.0,0.4083,0.0,75.0,22.0,0.0,118.0,150.0,150.0
Italy,1987,10.0,457.0,131.0,0.0,83.0,0.4136,0.0,131.0,15.0,0.0,189.0,214.0,214.0
Italy,1988,0.0,460.0,135.0,20.0,53.0,0.4087,0.0,135.0,20.0,0.0,188.0,208.0,208.0
Italy,1989,20.0,464.0,138.0,15.0,73.0,0.4073,0.0,138.0,17.0,0.0,189.0,226.0,226.0
Italy,1990,15.0,540.0,159.0,50.0,56.0,0.4056,0.0,159.0,31.0,0.0,219.0,265.0,265.0
Italy,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1964,0.0,4.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Japan,1965,0.0,3.0,1.0,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Japan,1966,0.0,96.0,34.0,0.0,0.0,0.3542,0.0,34.0,0.0,0.0,34.0,34.0,34.0
Japan,1967,0.0,78.0,27.0,0.0,0.0,0.3462,0.0,27.0,0.0,0.0,27.0,27.0,27.0
Japan,1968,0.0,90.0,32.0,0.0,0.0,0.3556,0.0,32.0,0.0,0.0,32.0,32.0,32.0
Japan,1969,0.0,45.0,17.0,0.0,0.0,0.3556,0.0,17.0,1.0,0.0,16.0,17.0,17.0
Japan,1970,0.0,37.0,13.0,0.0,0.0,0.3514,0.0,13.0,0.0,0.0,13.0,13.0,13.0
Japan,1971,0.0,28.0,10.0,0.0,0.0,0.3571,0.0,10.0,0.0,0.0,10.0,10.0,10.0
Japan,1972,0.0,5.0,6.0,0.0,0.0,0.4,0.0,6.0,4.0,0.0,2.0,6.0,6.0
Japan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,1978,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,5.0
Japan,1979,1.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,7.0,7.0
Japan,1980,1.0,0.0,10.0,3.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,13.0,13.0
Japan,1981,3.0,7.0,16.0,3.0,0.0,0.4286,0.0,16.0,13.0,0.0,3.0,19.0,19.0
Japan,1982,3.0,0.0,19.0,2.0,0.0,0.0,0.0,19.0,18.0,0.0,0.0,21.0,21.0
Japan,1983,2.0,0.0,19.0,2.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,21.0,21.0
Japan,1984,2.0,0.0,15.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,17.0,17.0
Japan,1985,2.0,0.0,16.0,2.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,18.0,18.0
Japan,1986,2.0,0.0,20.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,22.0,22.0
Japan,1987,2.0,0.0,16.0,3.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,19.0,19.0
Japan,1988,3.0,0.0,17.0,2.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,19.0,19.0
Japan,1989,2.0,0.0,17.0,4.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,21.0,21.0
Japan,1990,4.0,0.0,17.0,4.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,21.0,21.0
Japan,1991,4.0,0.0,13.0,3.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,16.0,16.0
Japan,1992,3.0,0.0,13.0,3.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,16.0,16.0
Japan,1993,3.0,0.0,13.0,3.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,16.0,16.0
Japan,1994,3.0,0.0,12.0,1.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,13.0,13.0
Japan,1995,1.0,2.0,14.0,2.0,0.0,0.0,0.0,14.0,14.0,0.0,1.0,16.0,16.0
Japan,1996,2.0,3.0,13.0,3.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,16.0,16.0
Japan,1997,3.0,3.0,15.0,4.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,19.0,19.0
Japan,1998,4.0,3.0,12.0,4.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0,16.0,16.0
Japan,1999,4.0,3.0,13.0,5.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,18.0,18.0
Japan,2000,5.0,0.0,16.0,5.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,21.0,21.0
Japan,2001,5.0,0.0,47.0,5.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,52.0,52.0
Japan,2002,5.0,0.0,37.0,5.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,42.0,42.0
Japan,2003,5.0,0.0,34.0,5.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,39.0,39.0
Japan,2004,5.0,0.0,37.0,5.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,42.0,42.0
Japan,2005,5.0,0.0,34.0,5.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,39.0,39.0
Japan,2006,5.0,0.0,35.0,5.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,40.0,40.0
Japan,2007,5.0,0.0,38.0,5.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,43.0,43.0
Japan,2008,5.0,0.0,31.0,5.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,36.0,36.0
Japan,2009,5.0,0.0,31.0,5.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,36.0,36.0
Japan,2010,5.0,0.0,29.0,5.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,34.0,34.0
Japan,2011,5.0,0.0,29.0,5.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,34.0,34.0
Japan,2012,5.0,0.0,33.0,5.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,38.0,38.0
Japan,2013,5.0,0.0,28.0,5.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,33.0,33.0
Japan,2014,5.0,0.0,27.0,5.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,32.0,32.0
Japan,2015,5.0,0.0,30.0,5.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,35.0,35.0
Japan,2016,5.0,0.0,30.0,5.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,35.0,35.0
Japan,2017,5.0,0.0,33.0,1.0,0.0,0.0,0.0,33.0,29.0,0.0,0.0,34.0,34.0
Japan,2018,1.0,0.0,34.0,3.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,37.0,37.0
Japan,2019,3.0,0.0,32.0,3.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,35.0,35.0
Japan,2020,3.0,0.0,32.0,3.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,35.0,35.0
Japan,2021,3.0,0.0,28.0,3.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,31.0,31.0
Japan,2022,3.0,0.0,15.0,2.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,17.0,17.0
Japan,2023,2.0,0.0,30.0,2.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,32.0,32.0
Jordan,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,1994,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0
Jordan,1995,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0
Jordan,1996,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Jordan,1997,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0
Jordan,1998,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0
Jordan,1999,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0
Jordan,2000,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0
Jordan,2001,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Jordan,2002,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Jordan,2003,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,21.0,21.0
Jordan,2004,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0
Jordan,2005,0.0,0.0,21.0,0.0,1.0,0.0,0.0,21.0,22.0,0.0,0.0,22.0,22.0
Jordan,2006,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0
Jordan,2007,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0
Jordan,2008,0.0,0.0,13.0,0.0,2.0,0.0,0.0,13.0,15.0,0.0,0.0,15.0,15.0
Jordan,2009,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,18.0
Jordan,2010,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0
Jordan,2011,0.0,0.0,24.0,2.0,2.0,0.0,0.0,24.0,28.0,0.0,0.0,28.0,28.0
Jordan,2012,2.0,0.0,29.0,2.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,31.0,31.0
Jordan,2013,2.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,24.0,0.0,0.0,26.0,26.0
Jordan,2014,0.0,0.0,42.0,8.0,0.0,0.0,0.0,42.0,50.0,0.0,0.0,50.0,50.0
Jordan,2015,8.0,0.0,45.0,18.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,63.0,63.0
Jordan,2016,18.0,0.0,60.0,18.0,1.0,0.0,0.0,60.0,61.0,0.0,0.0,79.0,79.0
Jordan,2017,18.0,0.0,65.0,18.0,1.0,0.0,0.0,65.0,66.0,0.0,0.0,84.0,84.0
Jordan,2018,18.0,0.0,67.0,8.0,3.0,0.0,0.0,67.0,60.0,0.0,0.0,78.0,78.0
Jordan,2019,8.0,0.0,68.0,14.0,0.0,0.0,0.0,68.0,74.0,0.0,0.0,82.0,82.0
Jordan,2020,14.0,0.0,64.0,2.0,0.0,0.0,0.0,64.0,52.0,0.0,0.0,66.0,66.0
Jordan,2021,2.0,0.0,47.0,2.0,2.0,0.0,0.0,47.0,49.0,0.0,0.0,51.0,51.0
Jordan,2022,2.0,0.0,67.0,2.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,69.0,69.0
Jordan,2023,2.0,0.0,70.0,2.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,72.0,72.0
Kazakhstan,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
